datetime,open,high,low,close
2020-01-06 22:00:00,7540.2002,7556.33984,7529.27002,7546.8999
2020-01-06 23:00:00,7548.9502,7551.74023,7523.0498,7524.20996
2020-01-07 00:00:00,7517.6001,7545.85986,7511.6499,7531.14014
2020-01-07 01:00:00,7529.8999,7559.6001,7527.72998,7559.6001
2020-01-07 02:00:00,7557.4502,7557.89014,7526.91992,7533.39014
2020-01-07 03:00:00,7532.99023,7550.04004,7525.27979,7539.77979
2020-01-07 04:00:00,7539.54004,7555.91016,7535.20996,7553.02002
2020-01-07 05:00:00,7550.68994,7599.97021,7549.43018,7579.7002
2020-01-07 06:00:00,7579.1499,7746.60986,7579.1499,7715.93994
2020-01-07 07:00:00,7722.37988,7783.45996,7720.43994,7757.18994
2020-01-07 08:00:00,7769.20996,7988.89014,7769.20996,7888.04004
2020-01-07 09:00:00,7892.25,7918.25,7871.54004,7911.74023
2020-01-07 10:00:00,7913.74023,7936.41992,7894.52002,7894.52002
2020-01-07 11:00:00,7897.56006,7915.37012,7889.12012,7895.20996
2020-01-07 12:00:00,7901.27979,7904.99023,7831.72998,7842.37988
2020-01-07 13:00:00,7836.08008,7877.70996,7834.75,7869.47998
2020-01-07 14:00:00,7871.93018,7874.25,7855.54004,7873.35986
2020-01-07 15:00:00,7873.16992,7890.49023,7859.68018,7883.37012
2020-01-07 16:00:00,7882.0498,7903.29004,7871.37988,7885.47998
2020-01-07 17:00:00,7883.99023,7885.41992,7856.0,7856.0
2020-01-07 18:00:00,7858.58008,7888.43994,7858.58008,7888.43994
2020-01-07 19:00:00,7891.08008,7958.16992,7885.00977,7899.52979
2020-01-07 20:00:00,7896.74023,7908.93018,7855.0,7870.99023
2020-01-07 21:00:00,7868.0,7868.0,7819.18994,7849.89014
2020-01-07 22:00:00,7852.33984,7879.33984,7838.12012,7841.50977
2020-01-07 23:00:00,7842.97021,7842.97021,7746.06982,7764.10986
2020-01-08 00:00:00,7752.7002,7933.0,7740.0,7919.27002
2020-01-08 01:00:00,7913.16992,7945.6001,7885.45996,7937.8999
2020-01-08 02:00:00,7939.8999,8120.68018,7922.6499,8035.54004
2020-01-08 03:00:00,8059.93018,8111.12012,8046.22998,8071.14014
2020-01-08 04:00:00,8060.0,8171.68018,8054.47021,8161.52002
