datetime,open,high,low,close
2021-05-16 04:00:00,47983.92188,48281.96875,46635.07031,46738.80859
2021-05-16 08:00:00,46775.80078,48364.62109,46520.55859,48364.62109
2021-05-16 12:00:00,48384.94922,49449.46875,48068.67969,49367.57812
2021-05-16 16:00:00,49370.26172,49770.16016,48714.07031,49059.14844
2021-05-16 20:00:00,49063.01172,49232.5,47767.85156,47767.85156
2021-05-17 00:00:00,47764.48828,48121.35938,44689.30859,45546.78125
2021-05-17 04:00:00,45465.28125,46483.17188,43919.92188,46440.67188
2021-05-17 08:00:00,46455.37109,46610.17188,42823.96094,42907.42969
2021-05-17 12:00:00,42938.35156,45286.71875,42175.67969,45208.42969
2021-05-17 16:00:00,45196.96875,45819.28906,44476.35156,45803.17969
2021-05-17 20:00:00,45842.12891,45842.12891,43204.78906,43388.46094
2021-05-18 00:00:00,43344.33984,44406.48047,42173.01172,44238.98828
2021-05-18 04:00:00,44271.64062,44935.0,42571.46875,43552.78125
2021-05-18 08:00:00,43573.51953,45299.66016,43207.91016,44812.71094
2021-05-18 12:00:00,44786.03906,45814.44922,44786.03906,45185.78906
2021-05-18 16:00:00,45194.48828,45698.48047,44695.42188,45345.53125
2021-05-18 20:00:00,45387.25,45387.25,42714.76953,43080.05078
2021-05-19 00:00:00,43029.51172,43849.48828,42421.07812,43300.01953
2021-05-19 04:00:00,43308.69141,43503.41016,42335.17969,42878.75
2021-05-19 08:00:00,42857.14844,43583.76953,40124.21094,40540.07031
2021-05-19 12:00:00,40564.53125,40840.89844,38537.53125,40387.28125
2021-05-19 16:00:00,40367.21094,40707.32031,36306.92969,38625.87109
2021-05-19 20:00:00,38696.94922,39019.91016,30288.16016,37390.28125
2021-05-20 00:00:00,37477.07031,42956.39844,36543.26172,39420.96875
2021-05-20 04:00:00,39401.80078,40182.98047,36721.16016,36721.16016
2021-05-20 08:00:00,36778.0,38639.23047,35099.51172,38392.89062
2021-05-20 12:00:00,38407.12891,40760.44141,38407.12891,40043.39062
2021-05-20 16:00:00,40043.48828,40722.16016,38856.44141,40561.71875
2021-05-20 20:00:00,40543.92188,42570.0,40188.66016,41526.14062
2021-05-21 00:00:00,41567.12109,41567.12109,38422.03906,40289.32812
2021-05-21 04:00:00,40229.87891,41611.23828,39600.01172,40602.39844
2021-05-21 08:00:00,40613.69922,42199.71875,40609.71875,40773.67969
2021-05-21 12:00:00,40742.87891,40744.03125,39292.05078,39814.32812
2021-05-21 16:00:00,39871.44922,41196.51172,39419.71094,41196.51172
2021-05-21 20:00:00,41204.48047,41723.42969,36744.12891,36843.96094
2021-05-22 00:00:00,36888.42969,37807.85938,35691.51953,36083.58984
2021-05-22 04:00:00,36096.75,37449.98828,33537.94922,37342.60938
2021-05-22 08:00:00,37333.10156,38106.16016,36599.83984,36971.89844
2021-05-22 12:00:00,36979.26172,37225.48828,35429.0,36291.73047
2021-05-22 16:00:00,36328.26953,38619.35156,36328.26953,38193.39844
2021-05-22 20:00:00,38217.98828,38829.96094,37140.30078,38180.48828
2021-05-23 00:00:00,38218.33984,38571.26172,37288.01172,37359.21875
2021-05-23 04:00:00,37328.19141,38380.51172,37328.19141,37476.14844
2021-05-23 08:00:00,37493.37891,38275.0,36799.62109,37471.28906
2021-05-23 12:00:00,37448.71875,37448.71875,35615.05078,35920.5
2021-05-23 16:00:00,35951.96875,35951.96875,33972.46094,35427.91016
2021-05-23 20:00:00,35404.33984,35781.85156,32853.25,33358.64062
2021-05-24 00:00:00,33331.58984,33857.37109,31176.60938,33117.17969
2021-05-24 04:00:00,33096.16016,35037.44922,33096.16016,34718.21875
2021-05-24 08:00:00,34796.53125,35919.78125,34796.53125,35331.51953
2021-05-24 12:00:00,35334.98047,36841.55078,34447.96094,36721.42969
2021-05-24 16:00:00,36709.0,37896.35156,35975.01953,37666.23047
2021-05-24 20:00:00,37650.0,38674.67188,37367.25,37585.89062
2021-05-25 00:00:00,37589.55859,39761.23047,36901.76172,39629.23828
2021-05-25 04:00:00,39714.46094,39857.78906,38020.01953,38842.94922
2021-05-25 08:00:00,38878.55859,39832.19141,37920.01172,38385.87891
2021-05-25 12:00:00,38336.35156,39203.07812,37755.05859,39049.62109
2021-05-25 16:00:00,39050.17188,39154.37891,36594.46094,36595.83984
2021-05-25 20:00:00,36584.55078,38375.94141,36542.73828,38356.39844
2021-05-26 00:00:00,38324.89062,38326.32812,37251.0,37351.39844
2021-05-26 04:00:00,37365.87891,38727.37109,37365.87891,38361.82031
2021-05-26 08:00:00,38371.82031,39590.37891,37869.14062,39580.35938
2021-05-26 12:00:00,39613.57031,40741.48828,39081.94141,40529.94141
2021-05-26 16:00:00,40500.01172,40829.76172,39541.41016,39905.62891
2021-05-26 20:00:00,39905.71094,40267.28125,38535.21875,38783.94922
2021-05-27 00:00:00,38798.07031,39332.42969,37967.55859,38515.60156
2021-05-27 04:00:00,38527.05859,39444.19141,38397.62891,39290.67188
2021-05-27 08:00:00,39293.23047,39293.23047,37215.83984,37665.10938
2021-05-27 12:00:00,37686.51172,38461.14844,37325.12891,38305.37891
2021-05-27 16:00:00,38338.96094,39789.23047,37900.01172,39776.60938
2021-05-27 20:00:00,39733.89844,40398.28906,39335.28906,39703.16016
2021-05-28 00:00:00,39717.73828,39740.62109,38544.0,38827.32031
2021-05-28 04:00:00,38822.83984,39195.16016,38242.14062,38524.03125
2021-05-28 08:00:00,38556.87109,38866.05078,37768.78906,38281.01172
2021-05-28 12:00:00,38279.94922,38279.94922,36567.44141,37020.60938
2021-05-28 16:00:00,37000.0,37243.96875,35145.75,35387.62109
2021-05-28 20:00:00,35376.41016,37252.94922,35314.19141,36799.69922
2021-05-29 00:00:00,36801.98828,36837.16016,35585.23828,35802.76953
2021-05-29 04:00:00,35810.71094,36260.05078,34727.83984,35680.92188
2021-05-29 08:00:00,35680.48047,36692.41016,35663.35156,36471.03906
2021-05-29 12:00:00,36470.85938,37213.92969,35721.69141,36178.46094
2021-05-29 16:00:00,36162.75,36338.17188,34696.21875,35420.14844
2021-05-29 20:00:00,35409.5,35409.5,34015.26172,34413.37109
2021-05-30 00:00:00,34415.14062,34983.35156,33656.32031,34045.73047
2021-05-30 04:00:00,34051.83984,34999.23047,33805.66016,34618.73047
2021-05-30 08:00:00,34639.91016,34894.92969,33498.01172,34784.55078
2021-05-30 12:00:00,34780.37891,36180.80859,34662.73828,36026.0
2021-05-30 16:00:00,36036.03125,36387.80078,35576.83984,36387.80078
2021-05-30 20:00:00,36449.53125,36449.53125,35161.73047,35518.10938
2021-05-31 00:00:00,35502.17969,36272.66016,35364.80078,36103.0
2021-05-31 04:00:00,36102.98828,36326.57812,35522.51953,35669.44141
2021-05-31 08:00:00,35640.30078,36001.64062,34343.83984,34555.17969
2021-05-31 12:00:00,34529.23047,35963.44922,34240.25,35837.91016
2021-05-31 16:00:00,35879.76953,37225.30078,35640.85156,36859.17188
2021-05-31 20:00:00,36928.19922,37218.03125,36384.07031,37004.73047
2021-06-01 00:00:00,36998.0,37488.23047,36574.03125,36890.78906
2021-06-01 04:00:00,36913.66016,37507.25,36594.67969,37276.41016
2021-06-01 08:00:00,37276.23828,37914.92969,36553.10938,36695.33984
2021-06-01 12:00:00,36707.73047,37427.82812,36572.96875,36847.44141
2021-06-01 16:00:00,36841.35156,36910.14844,35995.44922,36609.08984
2021-06-01 20:00:00,36601.19922,37366.19141,35734.32812,36220.37891
2021-06-02 00:00:00,36236.60938,36470.44141,35728.01172,35981.01953
2021-06-02 04:00:00,36000.46875,36795.80859,35878.30859,36685.0
2021-06-02 08:00:00,36684.98828,36891.5,35967.46094,36486.89062
2021-06-02 12:00:00,36491.76953,37405.0,36491.76953,37223.60938
2021-06-02 16:00:00,37229.67188,37472.03125,36880.37891,37213.32031
2021-06-02 20:00:00,37204.30078,38229.92969,37075.26172,38045.12109
2021-06-03 00:00:00,38049.21875,38207.73828,37743.60938,37878.71094
2021-06-03 04:00:00,37883.12109,37928.96094,37379.21875,37575.0
2021-06-03 08:00:00,37581.82812,37843.78125,37226.17188,37639.41016
2021-06-03 12:00:00,37650.48047,38969.0,37623.46875,38646.92969
2021-06-03 16:00:00,38640.89062,39470.42188,38549.0,38791.42969
2021-06-03 20:00:00,38791.35938,39277.08984,38334.0,38572.10156
2021-06-04 00:00:00,38564.19141,38984.98828,38460.51953,38590.30078
2021-06-04 04:00:00,38590.30859,39246.17188,38553.10938,39230.12891
2021-06-04 08:00:00,39244.94141,39244.94141,37414.76172,37965.17969
2021-06-04 12:00:00,37943.5,37943.5,36329.21875,36615.96875
2021-06-04 16:00:00,36620.33984,36994.35156,36360.53906,36578.26953
2021-06-04 20:00:00,36563.37109,37118.19141,35616.0,36988.53125
2021-06-05 00:00:00,36988.66016,37262.28125,36756.60156,36834.08984
2021-06-05 04:00:00,36824.12109,37271.92969,36548.78125,36863.58984
2021-06-05 08:00:00,36856.51953,37839.76953,36650.0,37436.55859
2021-06-05 12:00:00,37448.92188,37908.82812,37448.17969,37592.75
2021-06-05 16:00:00,37589.08984,37866.80078,35798.28906,35906.96875
2021-06-05 20:00:00,35915.26953,36371.78125,35449.44922,36312.82031
2021-06-06 00:00:00,36327.53125,36327.53125,35787.21094,35787.48047
2021-06-06 04:00:00,35803.32812,36015.0,34852.25,35539.80078
2021-06-06 08:00:00,35539.48828,36253.01172,35439.03125,36023.73828
2021-06-06 12:00:00,36015.78906,36461.60156,35749.05078,36154.48047
2021-06-06 16:00:00,36154.46875,36439.85156,35857.26172,35887.80078
2021-06-06 20:00:00,35897.66016,36356.41016,35520.10156,36177.01953
2021-06-07 00:00:00,36167.44922,36307.82031,35735.96875,35764.53906
2021-06-07 04:00:00,35746.39844,36000.01953,35280.83984,35804.03906
2021-06-07 08:00:00,35808.71094,36793.76172,35583.46875,36396.10938
2021-06-07 12:00:00,36396.12109,36541.96094,35912.21094,36163.25
2021-06-07 16:00:00,36164.14844,36610.41016,35928.82812,36395.0
2021-06-07 20:00:00,36419.51953,36732.71094,35907.64844,36036.69922
2021-06-08 00:00:00,36036.71094,36087.46875,35349.05859,35643.46875
2021-06-08 04:00:00,35624.80078,35714.75,33369.39062,33580.69141
2021-06-08 08:00:00,33575.91016,34022.41016,32483.25,32834.53125
2021-06-08 12:00:00,32847.19141,33243.12891,32264.25977,32989.51172
2021-06-08 16:00:00,32975.80859,33330.82812,32696.41992,33142.94922
2021-06-08 20:00:00,33128.46094,33159.03125,31076.41016,31721.05078
2021-06-09 00:00:00,31723.91016,32962.89062,31641.80078,32915.10156
2021-06-09 04:00:00,32907.48828,33830.89844,32727.7793,33404.05078
2021-06-09 08:00:00,33402.14062,33546.23828,32438.24023,32875.01172
2021-06-09 12:00:00,32886.62109,34524.46875,32562.09961,34197.39062
2021-06-09 16:00:00,34183.78125,35059.07031,33883.62891,35005.42188
2021-06-09 20:00:00,35017.71875,36645.10156,34608.82812,36373.83984
2021-06-10 00:00:00,36376.94922,36893.98047,35695.71875,36299.64844
2021-06-10 04:00:00,36324.37109,37548.25,36161.5,37398.44922
2021-06-10 08:00:00,37398.03125,37629.78906,36816.64844,36968.12109
2021-06-10 12:00:00,36988.78906,37237.37109,36574.30859,36986.17969
2021-06-10 16:00:00,36984.17969,38323.12891,36266.41016,37856.39844
2021-06-10 20:00:00,37843.96094,38147.25,36700.57031,36907.14844
2021-06-11 00:00:00,36908.33984,37046.89062,36218.66016,36697.64844
2021-06-11 04:00:00,36697.67969,37038.10938,35812.01172,36680.17188
2021-06-11 08:00:00,36696.75,37255.19141,35970.0,36776.64062
2021-06-11 12:00:00,36775.92969,37382.69141,36417.98047,37180.55078
2021-06-11 16:00:00,37158.48047,37659.82031,36985.03125,37395.87891
2021-06-11 20:00:00,37405.14062,37547.69922,36777.62891,36835.76953
2021-06-12 00:00:00,36820.62891,37346.19922,36550.01953,37256.94141
2021-06-12 04:00:00,37254.94922,37465.89844,36799.01172,37337.5
