,tick,open,high,low,close,datetime
0,2023.12.11 00:00:00,1.25369,1.25369,1.25369,1.25369,2023.12.11 00:00
1,2023.12.11 00:20:00,1.25369,1.25369,1.25362,1.25362,2023.12.11 00:00
2,2023.12.11 00:40:00,1.25369,1.25385,1.25362,1.25385,2023.12.11 00:00
3,2023.12.11 01:00:00,1.25369,1.25385,1.2534,1.2534,2023.12.11 00:00
4,2023.12.11 01:20:00,1.25369,1.25452,1.2534,1.25452,2023.12.11 00:00
5,2023.12.11 01:40:00,1.25369,1.25452,1.2534,1.25429,2023.12.11 00:00
6,2023.12.11 02:00:00,1.25369,1.25519,1.2534,1.25519,2023.12.11 00:00
7,2023.12.11 02:20:00,1.25369,1.25519,1.2534,1.25497,2023.12.11 00:00
8,2023.12.11 02:40:00,1.25369,1.25586,1.2534,1.25586,2023.12.11 00:00
9,2023.12.11 03:00:00,1.25369,1.25586,1.2534,1.25541,2023.12.11 00:00
10,2023.12.11 03:20:00,1.25369,1.25586,1.2534,1.25564,2023.12.11 00:00
11,2023.12.11 03:40:00,1.25369,1.25586,1.2534,1.25497,2023.12.11 00:00
12,2023.12.11 04:00:00,1.25369,1.25586,1.2534,1.25458,2023.12.11 00:00
13,2023.12.11 04:20:00,1.25369,1.25586,1.2534,1.25457,2023.12.11 00:00
14,2023.12.11 04:40:00,1.25369,1.25586,1.2534,1.25446,2023.12.11 00:00
15,2023.12.11 05:00:00,1.25369,1.25586,1.2534,1.25468,2023.12.11 00:00
16,2023.12.11 05:20:00,1.25369,1.25586,1.2534,1.25424,2023.12.11 00:00
17,2023.12.11 05:40:00,1.25369,1.25586,1.2534,1.25435,2023.12.11 00:00
18,2023.12.11 06:00:00,1.25369,1.25586,1.2534,1.25392,2023.12.11 00:00
19,2023.12.11 06:20:00,1.25369,1.25586,1.2534,1.25403,2023.12.11 00:00
20,2023.12.11 06:40:00,1.25369,1.25586,1.2534,1.25348,2023.12.11 00:00
21,2023.12.11 07:00:00,1.25369,1.25586,1.2534,1.2537,2023.12.11 00:00
22,2023.12.11 07:20:00,1.25369,1.25586,1.2534,1.25359,2023.12.11 00:00
23,2023.12.11 07:40:00,1.25369,1.25586,1.2534,1.25392,2023.12.11 00:00
24,2023.12.11 08:00:00,1.25369,1.25586,1.2534,1.25414,2023.12.11 00:00
25,2023.12.11 08:20:00,1.25369,1.25586,1.2534,1.25372,2023.12.11 00:00
26,2023.12.11 08:40:00,1.25369,1.25586,1.2534,1.25396,2023.12.11 00:00
27,2023.12.11 09:00:00,1.25369,1.25586,1.2534,1.25349,2023.12.11 00:00
28,2023.12.11 09:20:00,1.25369,1.25586,1.2534,1.25466,2023.12.11 00:00
29,2023.12.11 09:40:00,1.25369,1.25586,1.2534,1.25442,2023.12.11 00:00
30,2023.12.11 10:00:00,1.25369,1.25586,1.2534,1.25536,2023.12.11 00:00
31,2023.12.11 10:20:00,1.25369,1.25586,1.2534,1.25513,2023.12.11 00:00
32,2023.12.11 10:40:00,1.25369,1.25606,1.2534,1.25606,2023.12.11 00:00
33,2023.12.11 11:00:00,1.25369,1.25606,1.2534,1.25559,2023.12.11 00:00
34,2023.12.11 11:20:00,1.25369,1.25606,1.2534,1.25583,2023.12.11 00:00
35,2023.12.11 11:40:00,1.25369,1.25606,1.2534,1.25513,2023.12.11 00:00
36,2023.12.11 11:40:01,1.25369,1.25606,1.2534,1.25539,2023.12.11 00:00
37,2023.12.11 12:00:00,1.25369,1.25606,1.2534,1.25538,2023.12.11 00:00
38,2023.12.11 12:20:00,1.25369,1.25606,1.2534,1.25569,2023.12.11 00:00
