,tick,open,high,low,close,isstartcandel,datetime
0,2023.12.11 00:00:00,1.25369,1.25369,1.25369,1.25369,True,2023.12.11 00:00
1,2023.12.11 00:20:00,1.25369,1.25369,1.25362,1.25362,True,2023.12.11 00:00
2,2023.12.11 00:40:00,1.25369,1.25385,1.25362,1.25385,True,2023.12.11 00:00
3,2023.12.11 01:00:00,1.25369,1.25385,1.2534,1.2534,True,2023.12.11 00:00
4,2023.12.11 01:20:00,1.25369,1.25452,1.2534,1.25452,True,2023.12.11 00:00
5,2023.12.11 01:40:00,1.25369,1.25452,1.2534,1.25429,True,2023.12.11 00:00
6,2023.12.11 02:00:00,1.25369,1.25519,1.2534,1.25519,True,2023.12.11 00:00
7,2023.12.11 02:20:00,1.25369,1.25519,1.2534,1.25497,True,2023.12.11 00:00
8,2023.12.11 02:40:00,1.25369,1.25586,1.2534,1.25586,True,2023.12.11 00:00
9,2023.12.11 03:00:00,1.25369,1.25586,1.2534,1.25541,True,2023.12.11 00:00
10,2023.12.11 03:20:00,1.25369,1.25586,1.2534,1.25564,True,2023.12.11 00:00
11,2023.12.11 03:40:00,1.25369,1.25586,1.2534,1.25497,True,2023.12.11 00:00
12,2023.12.11 04:00:00,1.25369,1.25586,1.2534,1.25458,True,2023.12.11 00:00
13,2023.12.11 04:20:00,1.25369,1.25586,1.2534,1.25457,True,2023.12.11 00:00
14,2023.12.11 04:40:00,1.25369,1.25586,1.2534,1.25446,True,2023.12.11 00:00
15,2023.12.11 05:00:00,1.25369,1.25586,1.2534,1.25468,True,2023.12.11 00:00
16,2023.12.11 05:20:00,1.25369,1.25586,1.2534,1.25424,True,2023.12.11 00:00
17,2023.12.11 05:40:00,1.25369,1.25586,1.2534,1.25435,True,2023.12.11 00:00
18,2023.12.11 06:00:00,1.25369,1.25586,1.2534,1.25392,True,2023.12.11 00:00
19,2023.12.11 06:20:00,1.25369,1.25586,1.2534,1.25403,True,2023.12.11 00:00
20,2023.12.11 06:40:00,1.25369,1.25586,1.2534,1.25348,True,2023.12.11 00:00
21,2023.12.11 07:00:00,1.25369,1.25586,1.2534,1.2537,True,2023.12.11 00:00
22,2023.12.11 07:20:00,1.25369,1.25586,1.2534,1.25359,True,2023.12.11 00:00
23,2023.12.11 07:40:00,1.25369,1.25586,1.2534,1.25392,True,2023.12.11 00:00
24,2023.12.11 08:00:00,1.25369,1.25586,1.2534,1.25414,True,2023.12.11 00:00
25,2023.12.11 08:20:00,1.25369,1.25586,1.2534,1.25372,True,2023.12.11 00:00
26,2023.12.11 08:40:00,1.25369,1.25586,1.2534,1.25396,True,2023.12.11 00:00
27,2023.12.11 09:00:00,1.25369,1.25586,1.2534,1.25349,True,2023.12.11 00:00
28,2023.12.11 09:20:00,1.25369,1.25586,1.2534,1.25466,True,2023.12.11 00:00
29,2023.12.11 09:40:00,1.25369,1.25586,1.2534,1.25442,True,2023.12.11 00:00
30,2023.12.11 10:00:00,1.25369,1.25586,1.2534,1.25536,True,2023.12.11 00:00
31,2023.12.11 10:20:00,1.25369,1.25586,1.2534,1.25513,True,2023.12.11 00:00
32,2023.12.11 10:40:00,1.25369,1.25606,1.2534,1.25606,True,2023.12.11 00:00
33,2023.12.11 11:00:00,1.25369,1.25606,1.2534,1.25559,True,2023.12.11 00:00
34,2023.12.11 11:20:00,1.25369,1.25606,1.2534,1.25583,True,2023.12.11 00:00
35,2023.12.11 11:40:00,1.25369,1.25606,1.2534,1.25513,True,2023.12.11 00:00
36,2023.12.11 11:40:01,1.25369,1.25606,1.2534,1.25539,True,2023.12.11 00:00
37,2023.12.11 12:00:00,1.25369,1.25606,1.2534,1.25538,True,2023.12.11 00:00
38,2023.12.11 12:20:00,1.25369,1.25606,1.2534,1.25569,True,2023.12.11 00:00
39,2023.12.11 12:40:00,1.25369,1.25606,1.2534,1.25603,True,2023.12.11 00:00
40,2023.12.11 13:00:00,1.25369,1.25606,1.2534,1.25535,True,2023.12.11 00:00
41,2023.12.11 13:20:00,1.25369,1.25705,1.2534,1.25705,True,2023.12.11 00:00
42,2023.12.11 13:40:00,1.25369,1.25705,1.2534,1.25671,True,2023.12.11 00:00
43,2023.12.11 14:00:00,1.25369,1.25806,1.2534,1.25806,True,2023.12.11 00:00
44,2023.12.11 14:20:00,1.25369,1.25806,1.2534,1.25772,True,2023.12.11 00:00
45,2023.12.11 14:40:00,1.25369,1.25908,1.2534,1.25908,True,2023.12.11 00:00
46,2023.12.11 15:00:00,1.25369,1.25908,1.2534,1.2584,True,2023.12.11 00:00
47,2023.12.11 15:20:00,1.25369,1.25908,1.2534,1.25874,True,2023.12.11 00:00
48,2023.12.11 15:40:00,1.25369,1.25908,1.2534,1.25772,True,2023.12.11 00:00
49,2023.12.11 16:00:00,1.25369,1.25908,1.2534,1.2581,True,2023.12.11 00:00
50,2023.12.11 16:20:00,1.25369,1.25908,1.2534,1.2578,True,2023.12.11 00:00
51,2023.12.11 16:40:00,1.25369,1.25908,1.2534,1.25742,True,2023.12.11 00:00
52,2023.12.11 17:00:00,1.25369,1.25908,1.2534,1.25818,True,2023.12.11 00:00
53,2023.12.11 17:20:00,1.25369,1.25908,1.2534,1.25666,True,2023.12.11 00:00
54,2023.12.11 17:40:00,1.25369,1.25908,1.2534,1.25704,True,2023.12.11 00:00
55,2023.12.11 18:00:00,1.25369,1.25908,1.2534,1.25551,True,2023.12.11 00:00
56,2023.12.11 18:20:00,1.25369,1.25908,1.2534,1.25589,True,2023.12.11 00:00
57,2023.12.11 18:40:00,1.25369,1.25908,1.2534,1.25399,True,2023.12.11 00:00
58,2023.12.11 19:00:00,1.25369,1.25908,1.2534,1.25475,True,2023.12.11 00:00
59,2023.12.11 19:20:00,1.25369,1.25908,1.2534,1.25437,True,2023.12.11 00:00
60,2023.12.11 19:40:00,1.25369,1.25908,1.2534,1.25551,True,2023.12.11 00:00
61,2023.12.11 19:40:01,1.25369,1.25908,1.2534,1.25402,True,2023.12.11 00:00
62,2023.12.11 20:00:00,1.25369,1.25908,1.2534,1.25401,True,2023.12.11 00:00
63,2023.12.11 20:20:00,1.25369,1.25908,1.2534,1.25407,True,2023.12.11 00:00
64,2023.12.11 20:40:00,1.25369,1.25908,1.2534,1.25434,True,2023.12.11 00:00
65,2023.12.11 21:00:00,1.25369,1.25908,1.2534,1.2538,True,2023.12.11 00:00
66,2023.12.11 21:20:00,1.25369,1.25908,1.2534,1.25515,True,2023.12.11 00:00
67,2023.12.11 21:40:00,1.25369,1.25908,1.2534,1.25488,True,2023.12.11 00:00
68,2023.12.11 22:00:00,1.25369,1.25908,1.2534,1.25595,True,2023.12.11 00:00
69,2023.12.11 22:20:00,1.25369,1.25908,1.2534,1.25568,True,2023.12.11 00:00
70,2023.12.11 22:40:00,1.25369,1.25908,1.2534,1.25676,True,2023.12.11 00:00
71,2023.12.11 23:00:00,1.25369,1.25908,1.2534,1.25622,True,2023.12.11 00:00
72,2023.12.11 23:20:00,1.25369,1.25908,1.2534,1.25649,True,2023.12.11 00:00
73,2023.12.11 23:40:00,1.25369,1.25908,1.2534,1.25568,True,2023.12.11 00:00
74,2023.12.11 23:59:59,1.25369,1.25908,1.2534,1.25548,True,2023.12.11 00:00
75,2023.12.12 00:00:00,1.25548,1.25548,1.25548,1.25548,True,2023.12.12 00:00
76,2023.12.12 00:20:00,1.25548,1.25548,1.25529,1.25529,True,2023.12.12 00:00
77,2023.12.12 00:40:00,1.25548,1.25548,1.25529,1.25546,True,2023.12.12 00:00
78,2023.12.12 01:00:00,1.25548,1.25548,1.25513,1.25513,True,2023.12.12 00:00
79,2023.12.12 01:20:00,1.25548,1.25595,1.25513,1.25595,True,2023.12.12 00:00
80,2023.12.12 01:40:00,1.25548,1.25595,1.25513,1.25579,True,2023.12.12 00:00
81,2023.12.12 02:00:00,1.25548,1.25645,1.25513,1.25645,True,2023.12.12 00:00
