datetime,open,high,low,close,48_or_72LastBar_32*24bar,48_or_72LastBar_50*24bar,increace_N-opip,decrease_N -opip,don’tChange,TP_M-oPip_willTouch,TL_1/3M-oPip_willTouch,No_M-oPip_willTouch,,
12/16/2022 7:00,17337.26953,17373.41992,17297.31055,17357.5293,,,,,,,,,,
12/16/2022 8:00,17360.41016,17423.99023,17351.69922,17423.99023,,,,,,,,,,
12/16/2022 9:00,17418.21094,17426.86914,17382.24023,17387.49023,,,,,,,,,,
12/16/2022 10:00,17388.42969,17422.84961,17387.74023,17406.09961,,,,,,,,,,
12/16/2022 11:00,17406.51953,17427.23047,17403,17427.23047,,,,,,,,,,
12/16/2022 12:00,17423.66016,17428.83984,17393.33008,17394.00977,,,,,,,,,,
12/16/2022 13:00,17393.43945,17412.67969,17378.42969,17411.36914,,,,,,,,,,
12/16/2022 14:00,17411.36914,17426.2207,17386.41992,17422.49023,,,,,,,,,,
12/16/2022 15:00,17422.90039,17522.91992,17422.41016,17504.78906,,,,,,,,,,
12/16/2022 16:00,17506.71094,17516.07031,17224.5293,17239.84961,,,,,,,,,,
12/16/2022 17:00,17232.63086,17232.63086,16989.0293,17043.08984,,,,,,,,,,
12/16/2022 18:00,17044.75,17044.75,16936.36914,16997.82031,,,,,,,,,,
12/16/2022 19:00,16996.08984,17042.66992,16976.50977,17025.89062,,,,,,,,,,
12/16/2022 20:00,17025.58008,17034.28906,16986.21094,17030.89062,,,,,,,,,,
12/16/2022 21:00,17031.66992,17035.91992,16940.58008,16940.58008,,,,,,,,,,
12/16/2022 22:00,16946.44922,17069.89062,16910.65039,17036.0293,,,,,,,,,,
12/16/2022 23:00,17033.39062,17035.33984,16925.7793,16970.14062,,,,,,,,,,
12/17/2022 0:00,16972.17969,16975.50977,16760,16792.11914,,,,,,,,,,
12/17/2022 1:00,16803.48047,16833.89062,16765.46094,16793.68945,,,,,,,,,,
12/17/2022 2:00,16795.40039,16830.86914,16778.49023,16819.66016,,,,,,,,,,
12/17/2022 3:00,16816.83008,16878.58008,16799.00977,16873.35938,,,,,,,,,,
12/17/2022 4:00,16877.43945,16948.76953,16857.15039,16885.49023,,,,,,,,,,
12/17/2022 5:00,16885.49023,16888.49023,16815.84961,16837.28906,,,,,,,,,,
12/17/2022 6:00,16833.33984,16870.84961,16710.91992,16733.59961,,,,,,,,,,
12/17/2022 7:00,16730.73047,16736.24023,16531.94922,16641,,,,,,,,,,
12/17/2022 8:00,16637.44922,16730.39062,16603.26953,16708.18945,,,,,,,,,,
12/17/2022 9:00,16708.43945,16726.89062,16664.67969,16674.51953,,,,,,,,,,
12/17/2022 10:00,16678.15039,16685.42969,16591.66992,16665.00977,,,,,,,,,,
12/17/2022 11:00,16663.49023,16705.46094,16654.21094,16681.57031,,,,,,,,,,
12/17/2022 12:00,16678.56055,16723.33984,16660.2793,16708.28906,,,,,,,,,,
12/17/2022 13:00,16711.80078,16733.64062,16683.05078,16698.14062,,,,,,,,,,
12/17/2022 14:00,16693.53906,16765.51953,16676.69922,16714.16992,,,,,,,,,,
12/17/2022 15:00,16713.75,16749.59961,16693.93945,16747.93945,,,,,,,,,,
12/17/2022 16:00,16749.59961,16756.66016,16714.18945,16728.03906,,,,,,,,,,
12/17/2022 17:00,16728.15039,16735.50977,16685.65039,16702.69922,,,,,,,,,,
12/17/2022 18:00,16701.53906,16747.64062,16675.05078,16741.64062,,,,,,,,,,
12/17/2022 19:00,16737.59961,16746.30078,16694.92969,16708.80078,,,,,,,,,,
12/17/2022 20:00,16709.64062,16728.14062,16674.03906,16695.83008,,,,,,,,,,
12/17/2022 21:00,16692.35938,16710.36914,16658.57031,16674.86914,,,,,,,,,,
12/17/2022 22:00,16672.66992,16714.08984,16659.13086,16659.13086,,,,,,,,,,
12/17/2022 23:00,16665.65039,16714.82031,16655.01953,16709.15039,,,,,,,,,,
12/18/2022 0:00,16702.66016,16709.15039,16683.83008,16704.93945,,,,,,,,,,
12/18/2022 1:00,16703.01953,16708.74023,16664.43945,16689.66016,,,,,,,,,,
12/18/2022 2:00,16685.46094,16730.42969,16670.07031,16716.91016,,,,,,,,,,
12/18/2022 3:00,16716.93945,16732.66016,16694.56055,16702.5293,,,,,,,,,,
12/18/2022 4:00,16700.57031,16715.48047,16693.4707,16704.82031,,,,,,,,,,
12/18/2022 5:00,16706.71094,16735.07031,16700.49023,16717.24023,,,,,,,,,,
12/18/2022 6:00,16717.92969,16746.58008,16707.49023,16744.11914,,,,,,,,,,
12/18/2022 7:00,16748.40039,16798,16727.73047,16783.15039,,,,,,,,,,
12/18/2022 8:00,16781.89062,16786.46094,16729.23047,16752.34961,,,,,,,,,,
12/18/2022 9:00,16754.01953,16754.01953,16708.59961,16716.93945,,,,,,,,,,
12/18/2022 10:00,16717.25,16738.18945,16710.94922,16732.83008,,,,,,,,,,
12/18/2022 11:00,16732.39062,16744.18945,16726.41992,16741.33984,,,,,,,,,,
12/18/2022 12:00,16743.17969,16798.83984,16740.7793,16765.58984,,,,,,,,,,
12/18/2022 13:00,16764.33008,16766.91992,16740.11914,16742.14062,,,,,,,,,,
12/18/2022 14:00,16743.0293,16748.50977,16722.67969,16736.09961,,,,,,,,,,
12/18/2022 15:00,16735.25977,16760,16735.01953,16751.13086,,,,,,,,,,
12/18/2022 16:00,16751.17969,16765.81055,16742.63086,16755.23047,,,,,,,,,,
12/18/2022 17:00,16754.14062,16755.67969,16669.15039,16700.08008,,,,,,,,,,
12/18/2022 18:00,16702.15039,16718.90039,16697.09961,16706.66016,,,,,,,,,,
12/18/2022 19:00,16708.83008,16727.86914,16700.83984,16712.85938,,,,,,,,,,
12/18/2022 20:00,16713.64062,16735.31055,16703.48047,16722.42969,,,,,,,,,,
12/18/2022 21:00,16723.83008,16730.51953,16698.44922,16713.74023,,,,,,,,,,
12/18/2022 22:00,16714.00977,16727.00977,16685.43945,16694.49023,,,,,,,,,,
12/18/2022 23:00,16693.61914,16699.24023,16679.75977,16687.88086,,,,,,,,,,
12/19/2022 0:00,16688.60938,16702.32031,16680.5293,16697.90039,,,,,,,,,,
12/19/2022 1:00,16696.23047,16715.16016,16683.5,16715.16016,,,,,,,,,,
12/19/2022 2:00,16713.92969,16790.96094,16713.92969,16747.84961,,,,,,,,,,
12/19/2022 3:00,16747.14062,16763.44922,16727.13086,16753.90039,,,,,,,,,,
12/19/2022 4:00,16754.90039,16773.0293,16753.09961,16756.51953,,,,,,,,,,
12/19/2022 5:00,16755.19922,16781.07031,16739.86914,16756.78906,,,,,,,,,,
12/19/2022 6:00,16753.60938,16830.14062,16732.59961,16764.9707,,,,,,,,,,
12/19/2022 7:00,16764.33984,16818.81055,16736.30078,16742.96094,,,,,,,,,,
12/19/2022 8:00,16745.03906,16816.48047,16725.81055,16781.55078,,,,,,,,,,
12/19/2022 9:00,16781.65039,16808.30078,16761.57031,16788.17969,,,,,,,,,,
12/19/2022 10:00,16788.75977,16793.83984,16728.03906,16729.89062,,,,,,,,,,
12/19/2022 11:00,16732.83984,16732.90039,16648.56055,16690.03906,,,,,,,,,,
12/19/2022 12:00,16687.59961,16737.76953,16679.78906,16715.78906,,,,,,,,,,
12/19/2022 13:00,16716.38086,16736.99023,16703.14062,16709.2793,,,,,,,,,,
12/19/2022 14:00,16709.81055,16752.71094,16703.7207,16745.53906,,,,,,,,,,
12/19/2022 15:00,16744.01953,16755.39062,16703.07031,16721.57031,,,,,,,,,,
12/19/2022 16:00,16724.71094,16764.67969,16715.78906,16760.34961,,,,,,,,,,
12/19/2022 17:00,16761.82031,16769.4707,16740,16760.65039,,,,,,,,,,
12/19/2022 18:00,16755.91992,16781.51953,16750.05078,16771.13086,,,,,,,,,,
12/19/2022 19:00,16774.55078,16774.88086,16729.39062,16737,,,,,,,,,,
12/19/2022 20:00,16737.11914,16758.43945,16723.51953,16747.25,,,,,,,,,,
12/19/2022 21:00,16747.39062,16758.56055,16713.23047,16713.23047,,,,,,,,,,
12/19/2022 22:00,16715.2207,16764.21094,16673.36914,16732.55078,,,,,,,,,,
12/19/2022 23:00,16742.42969,16742.42969,16668.68945,16673.01953,,,,,,,,,,
12/20/2022 0:00,16670.98047,16694.55078,16591.46094,16634.67969,,,,,,,,,,
12/20/2022 1:00,16634.76953,16646.10938,16536.50977,16596.58984,,,,,,,,,,
12/20/2022 2:00,16599.55078,16634.53906,16538.33984,16538.33984,,,,,,,,,,
12/20/2022 3:00,16545.33984,16582.41016,16531.60938,16550.78906,,,,,,,,,,
12/20/2022 4:00,16553,16607.41016,16538.66992,16606.15039,,,,,,,,,,
12/20/2022 5:00,16593.68945,16635.34961,16583.39062,16583.55078,,,,,,,,,,
12/20/2022 6:00,16584.32031,16603.08984,16319.2998,16392.85938,,,,,,,,,,
12/20/2022 7:00,16392.74023,16451.44922,16378.66016,16441.78906,,,,,,,,,,
12/20/2022 8:00,16441.78906,16477.5,16401.43945,16462.91992,,,,,,,,,,
12/20/2022 9:00,16467.28906,16582,16446.75977,16579.48047,,,,,,,,,,
12/20/2022 10:00,16579.86914,16836.63086,16550.99023,16718.25977,,,,,,,,,,
12/20/2022 11:00,16715.7793,16784.69922,16675.73047,16729.9707,,,,,,,,,,
12/20/2022 12:00,16722.73047,16857.26953,16691.80078,16801.88086,,,,,,,,,,
12/20/2022 13:00,16792.19922,16812.05078,16762,16788.24023,,,,,,,,,,
12/20/2022 14:00,16789.44922,16842,16751.17969,16842,,,,,,,,,,
12/20/2022 15:00,16837.46094,16844.7793,16785.25977,16805.17969,,,,,,,,,,
12/20/2022 16:00,16805.80078,16838.03906,16770.26953,16819.4707,,,,,,,,,,
12/20/2022 17:00,16824.9707,16846.91992,16803.86914,16810.67969,,,,,,,,,,
12/20/2022 18:00,16809.57031,16826.9707,16772.07031,16781.50977,,,,,,,,,,
12/20/2022 19:00,16780.08984,16832.0293,16769.66992,16812.41992,,,,,,,,,,
12/20/2022 20:00,16813.60938,16850.96094,16803.98047,16822.7793,,,,,,,,,,
12/20/2022 21:00,16824.18945,16829.28906,16784.5,16795.34961,,,,,,,,,,
12/20/2022 22:00,16795.42969,16956.58984,16721.75,16935.4707,,,,,,,,,,
12/20/2022 23:00,16938.75,17031.81055,16898.42969,16924.67969,,,,,,,,,,
12/21/2022 0:00,16929.84961,16935.84961,16783.17969,16841.07031,,,,,,,,,,
12/21/2022 1:00,16853.0293,16856.23047,16788.83984,16814.2793,,,,,,,,,,
12/21/2022 2:00,16815.44922,16865.41992,16775.76953,16839.07031,,,,,,,,,,
12/21/2022 3:00,16836.73047,16901.30078,16833.53906,16895.25,,,,,,,,,,
12/21/2022 4:00,16893.66016,16924.88086,16845.08008,16856.89062,,,,,,,,,,
12/21/2022 5:00,16860.81055,16892.0293,16839.36914,16881.55078,,,,,,,,,,
12/21/2022 6:00,16880.33008,16907.41016,16859.63086,16870.15039,,,,,,,,,,
12/21/2022 7:00,16870.82031,16925.07031,16870.38086,16902,,,,,,,,,,
12/21/2022 8:00,16902,16924.18945,16819.83008,16844.08984,,,,,,,,,,
12/21/2022 9:00,16842.92969,16875.64062,16832.49023,16869.88086,,,,,,,,,,
12/21/2022 10:00,16867.33984,16877.28906,16844.33008,16851.9707,,,,,,,,,,
12/21/2022 11:00,16852.0293,16853.0293,16807.16016,16839.83984,,,,,,,,,,
12/21/2022 12:00,16839.71094,16839.71094,16792.23047,16802.60938,,,,,,,,,,
12/21/2022 13:00,16800.76953,16845.88086,16783.84961,16833.01953,,,,,,,,,,
12/21/2022 14:00,16833.56055,16855.86914,16820.2793,16838.78906,,,,,,,,,,
12/21/2022 15:00,16837.82031,16849.61914,16818.9707,16823.25,,,,,,,,,,
12/21/2022 16:00,16821.33984,16889.78906,16800.91992,16863.75977,,,,,,,,,,
12/21/2022 17:00,16871.08984,16884.48047,16850.07031,16873.80078,,,,,,,,,,
12/21/2022 18:00,16873.5,16883.2793,16855.66016,16876.39062,,,,,,,,,,
12/21/2022 19:00,16864.74023,16889.80078,16856.19922,16888.78906,,,,,,,,,,
12/21/2022 20:00,16885.17969,16885.74023,16837.32031,16839.30078,,,,,,,,,,
12/21/2022 21:00,16840.5,16853.5293,16821.88086,16842.42969,,,,,,,,,,
12/21/2022 22:00,16841.42969,16911.61914,16755.16016,16791.0293,,,,,,,,,,
12/21/2022 23:00,16771.5,16868.56055,16771.5,16855.99023,,,,,,,,,,
12/22/2022 0:00,16860.05078,16865.44922,16788.63086,16788.63086,,,,,,,,,,
12/22/2022 1:00,16792.2207,16818.05078,16778.42969,16813.58008,,,,,,,,,,
12/22/2022 2:00,16815.06055,16832.50977,16776.91992,16788.35938,,,,,,,,,,
12/22/2022 3:00,16792.08008,16805.99023,16733.91016,16746.99023,,,,,,,,,,
12/22/2022 4:00,16750.83984,16779.92969,16736.2207,16776.51953,,,,,,,,,,
12/22/2022 5:00,16781.64062,16798.41016,16755.35938,16788.5,,,,,,,,,,
12/22/2022 6:00,16790.2793,16795.46094,16757.80078,16769.99023,,,,,,,,,,
12/22/2022 7:00,16767.71094,16819.91016,16752.9707,16819.39062,,,,,,,,,,
12/22/2022 8:00,16819.39062,16853.0293,16808.73047,16849.16992,,,,,,,,,,
12/22/2022 9:00,16849.16992,16857.33008,16814.66992,16817.33008,,,,,,,,,,
12/22/2022 10:00,16817.66016,16850.85938,16812.2207,16848.90039,,,,,,,,,,
12/22/2022 11:00,16849.86914,16858.83984,16834.99023,16854.09961,,,,,,,,,,
12/22/2022 12:00,16855.82031,16859.2793,16834.0293,16835.2793,,,,,,,,,,
12/22/2022 13:00,16836.35938,16839.58984,16818.00977,16825.55078,,,,,,,,,,
12/22/2022 14:00,16824.89062,16827.25,16799.17969,16806.49023,,,,,,,,,,
12/22/2022 15:00,16805.99023,16831.14062,16790.5,16829.83008,,,,,,,,,,
12/22/2022 16:00,16828.84961,16854.41016,16803.46094,16838.4707,,,,,,,,,,
12/22/2022 17:00,16837.73047,16864.44922,16823.66016,16848.33984,,,,,,,,,,
12/22/2022 18:00,16847.16992,16860.43945,16822.14062,16824.43945,,,,,,,,,,
12/22/2022 19:00,16825.46094,16845.03906,16814.41992,16831.5293,,,,,,,,,,
12/22/2022 20:00,16833.9707,16844.09961,16813.5293,16815.84961,,,,,,,,,,
12/22/2022 21:00,16815.41992,16822.75977,16767.81055,16782.2207,,,,,,,,,,
12/22/2022 22:00,16780.5,16791.06055,16647.50977,16670.25,,,,,,,,,,
12/22/2022 23:00,16667.25,16708.81055,16616.39062,16628.39062,,,,,,,,,,
12/23/2022 0:00,16629.43945,16667.5,16620.00977,16647.7207,,,,,,,,,,
12/23/2022 1:00,16647.01953,16663.25977,16568.65039,16581.75977,,,,,,,,,,
12/23/2022 2:00,16588.88086,16620.41992,16565.99023,16607.78906,,,,,,,,,,
12/23/2022 3:00,16609.89062,16658.58984,16609.89062,16654.63086,,,,,,,,,,
12/23/2022 4:00,16658.50977,16830.26953,16646.0293,16781.16016,,,,,,,,,,
12/23/2022 5:00,16779.18945,16821.50977,16770.69922,16793.66016,,,,,,,,,,
12/23/2022 6:00,16792.36914,16837.84961,16777.96094,16798.57031,,,,,,,,,,
12/23/2022 7:00,16795.19922,16824.42969,16794.66992,16815.11914,,,,,,,,,,
12/23/2022 8:00,16814.71094,16821.2207,16771.53906,16776.80078,,,,,,,,,,
12/23/2022 9:00,16777.91016,16803.00977,16769.75977,16789.41992,,,,,,,,,,
12/23/2022 10:00,16790.05078,16857.55078,16776.05078,16849.71094,,,,,,,,,,
12/23/2022 11:00,16841.67969,16882.82031,16822.93945,16831.41016,,,,,,,,,,
12/23/2022 12:00,16832.06055,16838.08984,16809.75977,16838.08984,,,,,,,,,,
12/23/2022 13:00,16837.17969,16844.40039,16818.03906,16819.85938,,,,,,,,,,
12/23/2022 14:00,16819.5293,16849.66992,16807.10938,16842.88086,,,,,,,,,,
12/23/2022 15:00,16842.66016,16853.2793,16833.40039,16851.14062,,,,,,,,,,
12/23/2022 16:00,16850.21094,16857.49023,16813.5293,16831.16016,,,,,,,,,,
12/23/2022 17:00,16834.5293,16844.08984,16817.44922,16837.07031,,,,,,,,,,
12/23/2022 18:00,16838,16888.16992,16832.07031,16858.0293,,,,,,,,,,
12/23/2022 19:00,16857.06055,16858.75977,16840.53906,16842.81055,,,,,,,,,,
12/23/2022 20:00,16844.5,16872.09961,16838.92969,16868.10938,,,,,,,,,,
12/23/2022 21:00,16868.89062,16943.28906,16784.31055,16844.23047,,,,,,,,,,
12/23/2022 22:00,16846.38086,16852.69922,16763.80078,16793.92969,,,,,,,,,,
12/23/2022 23:00,16795.46094,16888.41992,16781.2207,16832.36914,,,,,,,,,,
12/24/2022 0:00,16830.7207,16845.58008,16817.90039,16827.7793,,,,,,,,,,
12/24/2022 1:00,16827.01953,16853.80078,16823.35938,16839.5293,,,,,,,,,,
12/24/2022 2:00,16842.48047,16854.7207,16824.08984,16836.58008,,,,,,,,,,
12/24/2022 3:00,16833.86914,16857.21094,16832.36914,16843.71094,,,,,,,,,,
12/24/2022 4:00,16844.01953,16847.17969,16794.11914,16800.39062,,,,,,,,,,
12/24/2022 5:00,16800.43945,16816.19922,16788.13086,16814.11914,,,,,,,,,,
12/24/2022 6:00,16810.32031,16811.25977,16760.33008,16782.9707,,,,,,,,,,
12/24/2022 7:00,16781.55078,16793.24023,16772.33984,16779.43945,,,,,,,,,,
12/24/2022 8:00,16779.2207,16813.83984,16776.76953,16805.91992,,,,,,,,,,
12/24/2022 9:00,16806.46094,16827.38086,16798.35938,16816.06055,,,,,,,,,,
12/24/2022 10:00,16817.13086,16830.40039,16804.85938,16829.58008,,,,,,,,,,
12/24/2022 11:00,16830.11914,16847.73047,16827.84961,16845.18945,,,,,,,,,,
12/24/2022 12:00,16844.92969,16849.09961,16825.58008,16829.82031,,,,,,,,,,
12/24/2022 13:00,16829.81055,16829.81055,16806.65039,16822.53906,,,,,,,,,,
12/24/2022 14:00,16823.25,16824.17969,16808.03906,16818.39062,,,,,,,,,,
12/24/2022 15:00,16818.33984,16853.35938,16808.82031,16847.41016,,,,,,,,,,
12/24/2022 16:00,16847.15039,16850.42969,16827.90039,16837.01953,,,,,,,,,,
12/24/2022 17:00,16836.91016,16847.60938,16822.07031,16834.58008,,,,,,,,,,
12/24/2022 18:00,16834.60938,16835.35938,16824.85938,16825.61914,,,,,,,,,,
12/24/2022 19:00,16825.15039,16833.80078,16819.7793,16825.11914,,,,,,,,,,
12/24/2022 20:00,16825.11914,16828.26953,16817.34961,16821.60938,,,,,,,,,,
12/24/2022 21:00,16821.5,16828.17969,16815.58984,16817.73047,,,,,,,,,,
12/24/2022 22:00,16816.03906,16837.76953,16815.49023,16832.0293,,,,,,,,,,
12/24/2022 23:00,16832.64062,16839.99023,16830.14062,16837.88086,,,,,,,,,,
12/25/2022 0:00,16837.80078,16839.76953,16822.42969,16838.19922,,,,,,,,,,
12/25/2022 1:00,16837.94922,16843.73047,16832.18945,16840.55078,,,,,,,,,,
12/25/2022 2:00,16842.48047,16847.30078,16830.23047,16843.35938,,,,,,,,,,
12/25/2022 3:00,16841.69922,16854.80078,16832.76953,16843.09961,,,,,,,,,,
12/25/2022 4:00,16842.64062,16845.39062,16835.71094,16842.2793,,,,,,,,,,
12/25/2022 5:00,16842,16851.96094,16824.76953,16827.89062,,,,,,,,,,
12/25/2022 6:00,16825.7207,16837.74023,16817.33984,16824.91992,,,,,,,,,,
12/25/2022 7:00,16825.68945,16848.91016,16815.61914,16838.39062,,,,,,,,,,
12/25/2022 8:00,16838.39062,16845.42969,16832.23047,16840.43945,,,,,,,,,,
12/25/2022 9:00,16840.09961,16849.91992,16839.69922,16845.46094,,,,,,,,,,
12/25/2022 10:00,16845.63086,16845.88086,16824.7793,16828.42969,,,,,,,,,,
12/25/2022 11:00,16826.5293,16837.67969,16825.38086,16833.23047,,,,,,,,,,
12/25/2022 12:00,16832.5293,16833.18945,16815.68945,16824.4707,,,,,,,,,,
12/25/2022 13:00,16825.33008,16834.80078,16808.56055,16829.16992,,,,,,,,,,
12/25/2022 14:00,16830.80078,16831.25,16818.08984,16828.42969,,,,,,,,,,
12/25/2022 15:00,16830.25977,16831.16992,16819.64062,16825.73047,,,,,,,,,,
12/25/2022 16:00,16824.80078,16834.0293,16823.83008,16830.32031,,,,,,,,,,
12/25/2022 17:00,16829.60938,16835.75,16826.10938,16831.31055,,,,,,,,,,
12/25/2022 18:00,16832.66016,16833.34961,16819.78906,16825.13086,,,,,,,,,,
12/25/2022 19:00,16824.38086,16826.65039,16817.5293,16826.0293,,,,,,,,,,
12/25/2022 20:00,16824.71094,16825,16815.41992,16817.86914,,,,,,,,,,
12/25/2022 21:00,16817.05078,16822.26953,16801.41992,16810.96094,,,,,,,,,,
12/25/2022 22:00,16811.05078,16816.94922,16738.43945,16812.09961,,,,,,,,,,
12/25/2022 23:00,16811.57031,16851.32031,16787.58008,16798.25,,,,,,,,,,
12/26/2022 0:00,16798.23047,16816.67969,16771.78906,16813.4707,,,,,,,,,,
12/26/2022 1:00,16814.41992,16816.84961,16796.2207,16799.24023,,,,,,,,,,
12/26/2022 2:00,16798.89062,16800.15039,16775.66992,16780.21094,,,,,,,,,,
12/26/2022 3:00,16776.81055,16792.66016,16732.80078,16792.43945,,,,,,,,,,
12/26/2022 4:00,16791.34961,16792.08984,16756.11914,16765.25,,,,,,,,,,
12/26/2022 5:00,16766.0293,16841.38086,16764.94922,16823.66016,,,,,,,,,,
12/26/2022 6:00,16823.65039,16841.2207,16806.7793,16816.08984,,,,,,,,,,
12/26/2022 7:00,16815.25977,16835.16016,16810.39062,16830.33008,,,,,,,,,,
12/26/2022 8:00,16830.33008,16834.73047,16820.09961,16829.48047,,,,,,,,,,
12/26/2022 9:00,16827.55078,16854.33984,16824.2207,16845.11914,,,,,,,,,,
12/26/2022 10:00,16846.42969,16894.66016,16845.91016,16886.19922,,,,,,,,,,
12/26/2022 11:00,16888.83984,16895.36914,16874.74023,16893.39062,,,,,,,,,,
12/26/2022 12:00,16894.10938,16912.99023,16867.36914,16875.66016,,,,,,,,,,
12/26/2022 13:00,16875.08984,16884.84961,16851.98047,16853.33008,,,,,,,,,,
12/26/2022 14:00,16852.51953,16866.36914,16848.51953,16850.56055,,,,,,,,,,
12/26/2022 15:00,16853.19922,16853.43945,16838.41016,16841.5293,,,,,,,,,,
12/26/2022 16:00,16842.4707,16846.58008,16822.69922,16837.66016,,,,,,,,,,
12/26/2022 17:00,16837.93945,16849.94922,16830.83984,16837.07031,,,,,,,,,,
12/26/2022 18:00,16830.84961,16861.5,16828.08008,16846.13086,,,,,,,,,,
12/26/2022 19:00,16844.84961,16868.30078,16843.06055,16858.42969,,,,,,,,,,
12/26/2022 20:00,16859.34961,16864.41016,16850.15039,16854.34961,,,,,,,,,,
12/26/2022 21:00,16854.41016,16856.58984,16831.10938,16837.00977,,,,,,,,,,
12/26/2022 22:00,16836.9707,16841.96094,16825.60938,16830.66992,,,,,,,,,,
12/26/2022 23:00,16830.42969,16836.2207,16796.33984,16806.86914,,,,,,,,,,
12/27/2022 0:00,16806.10938,16840.44922,16796.84961,16837.84961,,,,,,,,,,
12/27/2022 1:00,16840.08008,16841.4707,16825.35938,16834.56055,,,,,,,,,,
12/27/2022 2:00,16835.64062,16840.89062,16811.74023,16814.08984,,,,,,,,,,
12/27/2022 3:00,16814.08984,16855.7207,16812.25,16839.82031,,,,,,,,,,
12/27/2022 4:00,16840.56055,16845.7207,16831.67969,16840.56055,,,,,,,,,,
12/27/2022 5:00,16836.9707,16847.63086,16827.35938,16831.46094,,,,,,,,,,
12/27/2022 6:00,16832.07031,16844.99023,16828.78906,16835.41992,,,,,,,,,,
12/27/2022 7:00,16835.78906,16935.59961,16821.14062,16917.19922,,,,,,,,,,
12/27/2022 8:00,16917.19922,16963.83984,16841.60938,16867.42969,,,,,,,,,,
12/27/2022 9:00,16865.38086,16887.08008,16851.68945,16863.00977,,,,,,,,,,
12/27/2022 10:00,16862.59961,16887.86914,16862.59961,16878.06055,,,,,,,,,,
12/27/2022 11:00,16877.49023,16879.92969,16854.5293,16865.16016,,,,,,,,,,
12/27/2022 12:00,16867.46094,16889.58984,16863.0293,16888.59961,,,,,,,,,,
12/27/2022 13:00,16887.5293,16891.28906,16866.53906,16867.2793,,,,,,,,,,
12/27/2022 14:00,16867.15039,16886.91992,16856.81055,16881.80078,,,,,,,,,,
12/27/2022 15:00,16882.63086,16885.01953,16851.73047,16866.66992,,,,,,,,,,
12/27/2022 16:00,16867.78906,16869.41016,16846.55078,16848.84961,,,,,,,,,,
12/27/2022 17:00,16848.69922,16874.60938,16837.58984,16874.43945,,,,,,,,,,
12/27/2022 18:00,16874.03906,16875.56055,16843.66992,16855.68945,,,,,,,,,,
12/27/2022 19:00,16854.88086,16856.31055,16807.5293,16831.10938,,,,,,,,,,
12/27/2022 20:00,16830.50977,16833.44922,16804,16809.09961,,,,,,,,,,
