,tick,open,high,low,close,datetime
53,2023.09.01 16:40,1.26673,1.27128,1.26399,1.26799,2023.09.01 00:00:00
54,2023.09.01 17:00,1.26673,1.27128,1.26399,1.27027,2023.09.01 00:00:00
55,2023.09.01 17:20,1.26673,1.27128,1.26399,1.26571,2023.09.01 00:00:00
56,2023.09.01 17:40,1.26673,1.27128,1.26399,1.26685,2023.09.01 00:00:00
57,2023.09.01 18:00,1.26673,1.27128,1.26228,1.26228,2023.09.01 00:00:00
58,2023.09.01 18:20,1.26673,1.27128,1.26228,1.26342,2023.09.01 00:00:00
59,2023.09.01 18:40,1.26673,1.27128,1.25772,1.25772,2023.09.01 00:00:00
60,2023.09.01 19:00,1.26673,1.27128,1.25772,1.26,2023.09.01 00:00:00
61,2023.09.01 19:20,1.26673,1.27128,1.25772,1.25886,2023.09.01 00:00:00
62,2023.09.01 19:40,1.26673,1.27128,1.25772,1.26228,2023.09.01 00:00:00
63,2023.09.01 20:00,1.26673,1.27128,1.25772,1.25887,2023.09.01 00:00:00
64,2023.09.01 20:20,1.26673,1.27128,1.25772,1.25976,2023.09.01 00:00:00
65,2023.09.01 20:40,1.26673,1.27128,1.25772,1.25963,2023.09.01 00:00:00
66,2023.09.01 21:00,1.26673,1.27128,1.25772,1.25989,2023.09.01 00:00:00
67,2023.09.01 21:20,1.26673,1.27128,1.25772,1.25937,2023.09.01 00:00:00
68,2023.09.01 21:40,1.26673,1.27128,1.25772,1.2595,2023.09.01 00:00:00
69,2023.09.01 22:00,1.26673,1.27128,1.25772,1.25898,2023.09.01 00:00:00
70,2023.09.01 22:20,1.26673,1.27128,1.25772,1.25911,2023.09.01 00:00:00
71,2023.09.01 22:40,1.26673,1.27128,1.25772,1.25846,2023.09.01 00:00:00
72,2023.09.01 23:00,1.26673,1.27128,1.25772,1.25872,2023.09.01 00:00:00
73,2023.09.01 23:20,1.26673,1.27128,1.25772,1.25859,2023.09.01 00:00:00
74,2023.09.01 23:40,1.26673,1.27128,1.25772,1.25898,2023.09.01 00:00:00
75,2023.09.01 23:59,1.26673,1.27128,1.25772,1.25873,2023.09.01 00:00:00
76,2023.09.04 00:00,1.25845,1.25845,1.25845,1.25845,2023.09.04 00:00:00
77,2023.09.04 00:26,1.25845,1.2591,1.25845,1.2591,2023.09.04 00:00:00
78,2023.09.04 00:53,1.25845,1.2591,1.25845,1.25897,2023.09.04 00:00:00
79,2023.09.04 01:20,1.25845,1.25948,1.25845,1.25948,2023.09.04 00:00:00
80,2023.09.04 01:46,1.25845,1.25948,1.25845,1.25935,2023.09.04 00:00:00
81,2023.09.04 02:13,1.25845,1.25987,1.25845,1.25987,2023.09.04 00:00:00
82,2023.09.04 02:40,1.25845,1.25987,1.25845,1.25961,2023.09.04 00:00:00
83,2023.09.04 03:06,1.25845,1.25987,1.25845,1.25974,2023.09.04 00:00:00
84,2023.09.04 03:33,1.25845,1.25987,1.25845,1.25935,2023.09.04 00:00:00
85,2023.09.04 04:00,1.25845,1.25987,1.25845,1.25954,2023.09.04 00:00:00
86,2023.09.04 04:20,1.25845,1.25987,1.25845,1.25903,2023.09.04 00:00:00
87,2023.09.04 04:40,1.25845,1.25987,1.25845,1.2592,2023.09.04 00:00:00
88,2023.09.04 05:00,1.25845,1.25987,1.25845,1.25886,2023.09.04 00:00:00
89,2023.09.04 05:20,1.25845,1.25987,1.25845,1.25971,2023.09.04 00:00:00
90,2023.09.04 05:40,1.25845,1.25987,1.25845,1.25954,2023.09.04 00:00:00
91,2023.09.04 06:00,1.25845,1.26022,1.25845,1.26022,2023.09.04 00:00:00
92,2023.09.04 06:20,1.25845,1.26022,1.25845,1.26005,2023.09.04 00:00:00
93,2023.09.04 06:40,1.25845,1.26073,1.25845,1.26073,2023.09.04 00:00:00
94,2023.09.04 07:00,1.25845,1.26073,1.25845,1.26039,2023.09.04 00:00:00
95,2023.09.04 07:20,1.25845,1.26073,1.25845,1.26056,2023.09.04 00:00:00
96,2023.09.04 07:40,1.25845,1.26073,1.25845,1.26005,2023.09.04 00:00:00
97,2023.09.04 07:40,1.25845,1.26073,1.25845,1.26072,2023.09.04 00:00:00
98,2023.09.04 08:00,1.25845,1.26073,1.25845,1.26073,2023.09.04 00:00:00
99,2023.09.04 08:20,1.25845,1.2608,1.25845,1.2608,2023.09.04 00:00:00
100,2023.09.04 08:40,1.25845,1.26106,1.25845,1.26106,2023.09.04 00:00:00
101,2023.09.04 09:00,1.25845,1.26106,1.25845,1.26054,2023.09.04 00:00:00
102,2023.09.04 09:20,1.25845,1.26183,1.25845,1.26183,2023.09.04 00:00:00
103,2023.09.04 09:40,1.25845,1.26183,1.25845,1.26157,2023.09.04 00:00:00
104,2023.09.04 10:00,1.25845,1.26261,1.25845,1.26261,2023.09.04 00:00:00
105,2023.09.04 10:20,1.25845,1.26261,1.25845,1.26235,2023.09.04 00:00:00
106,2023.09.04 10:40,1.25845,1.26338,1.25845,1.26338,2023.09.04 00:00:00
107,2023.09.04 11:00,1.25845,1.26338,1.25845,1.26286,2023.09.04 00:00:00
108,2023.09.04 11:20,1.25845,1.26338,1.25845,1.26312,2023.09.04 00:00:00
109,2023.09.04 11:40,1.25845,1.26338,1.25845,1.26235,2023.09.04 00:00:00
110,2023.09.04 11:40,1.25845,1.26338,1.25845,1.26322,2023.09.04 00:00:00
111,2023.09.04 12:00,1.25845,1.26338,1.25845,1.26323,2023.09.04 00:00:00
112,2023.09.04 12:20,1.25845,1.26406,1.25845,1.26406,2023.09.04 00:00:00
113,2023.09.04 12:40,1.25845,1.26406,1.25845,1.26386,2023.09.04 00:00:00
114,2023.09.04 13:00,1.25845,1.26425,1.25845,1.26425,2023.09.04 00:00:00
115,2023.09.04 13:20,1.25845,1.26425,1.25845,1.26348,2023.09.04 00:00:00
116,2023.09.04 13:40,1.25845,1.26425,1.25845,1.26367,2023.09.04 00:00:00
117,2023.09.04 14:00,1.25845,1.26425,1.25845,1.2629,2023.09.04 00:00:00
118,2023.09.04 14:20,1.25845,1.26425,1.25845,1.26309,2023.09.04 00:00:00
119,2023.09.04 14:40,1.25845,1.26425,1.25845,1.26213,2023.09.04 00:00:00
120,2023.09.04 15:00,1.25845,1.26425,1.25845,1.26252,2023.09.04 00:00:00
121,2023.09.04 15:20,1.25845,1.26425,1.25845,1.26232,2023.09.04 00:00:00
122,2023.09.04 15:40,1.25845,1.26425,1.25845,1.2629,2023.09.04 00:00:00
123,2023.09.04 15:40,1.25845,1.26425,1.25845,1.26254,2023.09.04 00:00:00
124,2023.09.04 16:00,1.25845,1.26425,1.25845,1.26255,2023.09.04 00:00:00
125,2023.09.04 16:20,1.25845,1.26425,1.25845,1.26171,2023.09.04 00:00:00
126,2023.09.04 16:40,1.25845,1.26425,1.25845,1.26193,2023.09.04 00:00:00
127,2023.09.04 17:00,1.25845,1.26425,1.25845,1.26149,2023.09.04 00:00:00
128,2023.09.04 17:20,1.25845,1.26425,1.25845,1.2626,2023.09.04 00:00:00
129,2023.09.04 17:40,1.25845,1.26425,1.25845,1.26238,2023.09.04 00:00:00
130,2023.09.04 18:00,1.25845,1.26425,1.25845,1.26326,2023.09.04 00:00:00
131,2023.09.04 18:20,1.25845,1.26425,1.25845,1.26304,2023.09.04 00:00:00
132,2023.09.04 18:40,1.25845,1.26425,1.25845,1.26393,2023.09.04 00:00:00
133,2023.09.04 19:00,1.25845,1.26425,1.25845,1.26349,2023.09.04 00:00:00
134,2023.09.04 19:20,1.25845,1.26425,1.25845,1.26371,2023.09.04 00:00:00
135,2023.09.04 19:40,1.25845,1.26425,1.25845,1.26304,2023.09.04 00:00:00
136,2023.09.04 19:40,1.25845,1.26425,1.25845,1.26284,2023.09.04 00:00:00
137,2023.09.04 20:00,1.25845,1.26425,1.25845,1.26285,2023.09.04 00:00:00
138,2023.09.04 20:26,1.25845,1.26425,1.25845,1.26317,2023.09.04 00:00:00
139,2023.09.04 20:53,1.25845,1.26425,1.25845,1.26306,2023.09.04 00:00:00
140,2023.09.04 21:20,1.25845,1.26425,1.25845,1.26328,2023.09.04 00:00:00
141,2023.09.04 21:46,1.25845,1.26425,1.25845,1.26285,2023.09.04 00:00:00
142,2023.09.04 22:13,1.25845,1.26425,1.25845,1.26296,2023.09.04 00:00:00
143,2023.09.04 22:40,1.25845,1.26425,1.25845,1.26252,2023.09.04 00:00:00
144,2023.09.04 23:06,1.25845,1.26425,1.25845,1.26263,2023.09.04 00:00:00
145,2023.09.04 23:59,1.25845,1.26425,1.25845,1.26209,2023.09.04 00:00:00
146,2023.09.05 00:00,1.26209,1.26209,1.26209,1.26209,2023.09.05 00:00:00
147,2023.09.05 00:20,1.26209,1.26209,1.26151,1.26151,2023.09.05 00:00:00
148,2023.09.05 00:40,1.26209,1.26209,1.26151,1.26167,2023.09.05 00:00:00
149,2023.09.05 01:00,1.26209,1.26209,1.26136,1.26136,2023.09.05 00:00:00
150,2023.09.05 01:20,1.26209,1.26213,1.26136,1.26213,2023.09.05 00:00:00
151,2023.09.05 01:40,1.26209,1.26213,1.26136,1.26197,2023.09.05 00:00:00
152,2023.09.05 02:00,1.26209,1.26259,1.26136,1.26259,2023.09.05 00:00:00
153,2023.09.05 02:20,1.26209,1.26259,1.26136,1.26244,2023.09.05 00:00:00
154,2023.09.05 02:40,1.26209,1.26305,1.26136,1.26305,2023.09.05 00:00:00
155,2023.09.05 03:00,1.26209,1.26305,1.26136,1.26274,2023.09.05 00:00:00
156,2023.09.05 03:20,1.26209,1.26305,1.26136,1.2629,2023.09.05 00:00:00
157,2023.09.05 03:40,1.26209,1.26305,1.26136,1.26244,2023.09.05 00:00:00
158,2023.09.05 03:40,1.26209,1.26305,1.26136,1.26298,2023.09.05 00:00:00
159,2023.09.05 04:20,1.26209,1.26305,1.26136,1.26299,2023.09.05 00:00:00
160,2023.09.05 04:40,1.26209,1.26305,1.26136,1.26282,2023.09.05 00:00:00
161,2023.09.05 05:00,1.26209,1.26317,1.26136,1.26317,2023.09.05 00:00:00
162,2023.09.05 05:20,1.26209,1.26317,1.26136,1.26247,2023.09.05 00:00:00
163,2023.09.05 05:40,1.26209,1.26317,1.26136,1.26264,2023.09.05 00:00:00
164,2023.09.05 06:00,1.26209,1.26317,1.26136,1.26194,2023.09.05 00:00:00
165,2023.09.05 06:20,1.26209,1.26317,1.26136,1.26212,2023.09.05 00:00:00
166,2023.09.05 06:40,1.26209,1.26317,1.26124,1.26124,2023.09.05 00:00:00
167,2023.09.05 07:00,1.26209,1.26317,1.26124,1.26159,2023.09.05 00:00:00
168,2023.09.05 07:20,1.26209,1.26317,1.26124,1.26142,2023.09.05 00:00:00
169,2023.09.05 07:40,1.26209,1.26317,1.26124,1.26194,2023.09.05 00:00:00
170,2023.09.05 07:40,1.26209,1.26317,1.26124,1.26258,2023.09.05 00:00:00
171,2023.09.05 08:00,1.26209,1.26317,1.26124,1.26259,2023.09.05 00:00:00
172,2023.09.05 08:20,1.26209,1.26317,1.26124,1.2619,2023.09.05 00:00:00
173,2023.09.05 08:40,1.26209,1.26317,1.26099,1.26099,2023.09.05 00:00:00
174,2023.09.05 09:00,1.26209,1.26317,1.26099,1.26281,2023.09.05 00:00:00
175,2023.09.05 09:20,1.26209,1.26317,1.25917,1.25917,2023.09.05 00:00:00
176,2023.09.05 09:40,1.26209,1.26317,1.25917,1.26008,2023.09.05 00:00:00
177,2023.09.05 10:00,1.26209,1.26317,1.25645,1.25645,2023.09.05 00:00:00
178,2023.09.05 10:20,1.26209,1.26317,1.25645,1.25736,2023.09.05 00:00:00
179,2023.09.05 10:40,1.26209,1.26317,1.25281,1.25281,2023.09.05 00:00:00
180,2023.09.05 11:00,1.26209,1.26317,1.25281,1.25463,2023.09.05 00:00:00
181,2023.09.05 11:20,1.26209,1.26317,1.25281,1.25372,2023.09.05 00:00:00
182,2023.09.05 11:40,1.26209,1.26317,1.25281,1.25645,2023.09.05 00:00:00
183,2023.09.05 11:40,1.26209,1.26317,1.25281,1.25348,2023.09.05 00:00:00
184,2023.09.05 12:00,1.26209,1.26317,1.25281,1.25346,2023.09.05 00:00:00
185,2023.09.05 12:20,1.26209,1.26317,1.25281,1.25369,2023.09.05 00:00:00
186,2023.09.05 12:40,1.26209,1.26317,1.25281,1.25411,2023.09.05 00:00:00
187,2023.09.05 13:00,1.26209,1.26317,1.25281,1.25328,2023.09.05 00:00:00
188,2023.09.05 13:20,1.26209,1.26317,1.25281,1.25535,2023.09.05 00:00:00
189,2023.09.05 13:40,1.26209,1.26317,1.25281,1.25493,2023.09.05 00:00:00
190,2023.09.05 14:00,1.26209,1.26317,1.25281,1.25659,2023.09.05 00:00:00
191,2023.09.05 14:20,1.26209,1.26317,1.25281,1.25618,2023.09.05 00:00:00
192,2023.09.05 14:40,1.26209,1.26317,1.25281,1.25783,2023.09.05 00:00:00
193,2023.09.05 15:00,1.26209,1.26317,1.25281,1.257,2023.09.05 00:00:00
194,2023.09.05 15:20,1.26209,1.26317,1.25281,1.25742,2023.09.05 00:00:00
195,2023.09.05 15:40,1.26209,1.26317,1.25281,1.25618,2023.09.05 00:00:00
196,2023.09.05 15:40,1.26209,1.26317,1.25281,1.2576,2023.09.05 00:00:00
197,2023.09.05 16:00,1.26209,1.26317,1.25281,1.25765,2023.09.05 00:00:00
198,2023.09.05 16:20,1.26209,1.26317,1.25281,1.25505,2023.09.05 00:00:00
199,2023.09.05 16:40,1.26209,1.26317,1.25281,1.25542,2023.09.05 00:00:00
200,2023.09.05 17:00,1.26209,1.26317,1.25281,1.25469,2023.09.05 00:00:00
201,2023.09.05 17:20,1.26209,1.26317,1.25281,1.2565,2023.09.05 00:00:00
202,2023.09.05 17:40,1.26209,1.26317,1.25281,1.25614,2023.09.05 00:00:00
203,2023.09.05 18:00,1.26209,1.26317,1.25281,1.25759,2023.09.05 00:00:00
204,2023.09.05 18:20,1.26209,1.26317,1.25281,1.25723,2023.09.05 00:00:00
205,2023.09.05 18:40,1.26209,1.26317,1.25281,1.25868,2023.09.05 00:00:00
206,2023.09.05 19:00,1.26209,1.26317,1.25281,1.25795,2023.09.05 00:00:00
207,2023.09.05 19:20,1.26209,1.26317,1.25281,1.25832,2023.09.05 00:00:00
208,2023.09.05 19:40,1.26209,1.26317,1.25281,1.25723,2023.09.05 00:00:00
209,2023.09.05 20:00,1.26209,1.26317,1.25281,1.25767,2023.09.05 00:00:00
210,2023.09.05 20:20,1.26209,1.26317,1.25281,1.25783,2023.09.05 00:00:00
211,2023.09.05 20:40,1.26209,1.26317,1.25281,1.25763,2023.09.05 00:00:00
212,2023.09.05 21:00,1.26209,1.26317,1.25281,1.25803,2023.09.05 00:00:00
213,2023.09.05 21:20,1.26209,1.26317,1.25281,1.25723,2023.09.05 00:00:00
214,2023.09.05 21:40,1.26209,1.26317,1.25281,1.25743,2023.09.05 00:00:00
215,2023.09.05 22:00,1.26209,1.26317,1.25281,1.25664,2023.09.05 00:00:00
216,2023.09.05 22:20,1.26209,1.26317,1.25281,1.25684,2023.09.05 00:00:00
217,2023.09.05 22:40,1.26209,1.26317,1.25281,1.25584,2023.09.05 00:00:00
218,2023.09.05 23:00,1.26209,1.26317,1.25281,1.25624,2023.09.05 00:00:00
219,2023.09.05 23:20,1.26209,1.26317,1.25281,1.25604,2023.09.05 00:00:00
220,2023.09.05 23:40,1.26209,1.26317,1.25281,1.25664,2023.09.05 00:00:00
221,2023.09.05 23:59,1.26209,1.26317,1.25281,1.25632,2023.09.05 00:00:00
